bench,bsz,kv_len,device_name,cache_size,mean,median,p25,p75
CacheCompressed,32,32,NVIDIA A100-PCIE-40GB,1179648,0.0008611493668286129,0.0008380094647873193,0.0008371872053248808,0.0008404638833599165
CacheCompressed,32,64,NVIDIA A100-PCIE-40GB,2359296,0.0012923644231632352,0.0012923644231632352,0.0012923644231632352,0.0012923644231632352
CacheCompressed,32,128,NVIDIA A100-PCIE-40GB,4718592,0.0022022132887504994,0.0022032134607434272,0.002190691940486431,0.0022082214313559234
CacheCompressed,32,256,NVIDIA A100-PCIE-40GB,9437184,0.004026204750407487,0.004011702379211783,0.004001063749892637,0.004044094565324485
CacheCompressed,32,512,NVIDIA A100-PCIE-40GB,18874368,0.007660903850337491,0.007660903850337491,0.0076580629945965486,0.007663744706078433
CacheCompressed,32,1024,NVIDIA A100-PCIE-40GB,37748736,0.014985891844012906,0.014993641409091651,0.014966570003889502,0.015022810304071755
CacheCompressed,32,2048,NVIDIA A100-PCIE-40GB,75497472,0.029837886994937435,0.029815391346346587,0.029705862794071437,0.029947415547212586
CacheCompressed,32,4096,NVIDIA A100-PCIE-40GB,150994944,0.05951910114381462,0.05951910114381462,0.05945730407256633,0.05958089821506291
CacheCompressed,32,8192,NVIDIA A100-PCIE-40GB,301989888,0.12202196485466427,0.12178442697040737,0.12121193204075098,0.12224733387120068
Absorbed_CacheCompressed_MoveElision,32,32,NVIDIA A100-PCIE-40GB,1179648,0.0005186361045343801,0.0005186361045343801,0.0005185969127924182,0.0005186752962763421
Absorbed_CacheCompressed_MoveElision,32,64,NVIDIA A100-PCIE-40GB,2359296,0.0006161191769642755,0.0006161191769642755,0.0006123077909578569,0.0006199305629706941
Absorbed_CacheCompressed_MoveElision,32,128,NVIDIA A100-PCIE-40GB,4718592,0.0008057033657454528,0.0007731193606741727,0.0007728909514844417,0.0007732159900479019
Absorbed_CacheCompressed_MoveElision,32,256,NVIDIA A100-PCIE-40GB,9437184,0.001129408743387709,0.0011029216507449746,0.0011017744103446602,0.00110910105984658
Absorbed_CacheCompressed_MoveElision,32,512,NVIDIA A100-PCIE-40GB,18874368,0.0017612074094358833,0.0017610315536148845,0.001760773392743431,0.0017613526416243985
Absorbed_CacheCompressed_MoveElision,32,1024,NVIDIA A100-PCIE-40GB,37748736,0.0030662213498726487,0.00306472405558452,0.0030646321672247725,0.0030663132382323967
Absorbed_CacheCompressed_MoveElision,32,2048,NVIDIA A100-PCIE-40GB,75497472,0.007413395387785776,0.007249810243956744,0.007229866890702397,0.007299113727640361
Absorbed_CacheCompressed_MoveElision,32,4096,NVIDIA A100-PCIE-40GB,150994944,0.015493537658559422,0.01531459039542824,0.015310756058897822,0.015373448049649597
Absorbed_CacheCompressed_MoveElision,32,8192,NVIDIA A100-PCIE-40GB,301989888,0.031749379078974016,0.029534800443798304,0.02951090323040262,0.029801056312862784
Absorbed_CacheCompressed_MoveElision,32,16384,NVIDIA A100-PCIE-40GB,603979776,0.06181886130669976,0.05859583709388971,0.0584438790101558,0.058739177184179425
Absorbed_CacheCompressed_MoveElision,32,32768,NVIDIA A100-PCIE-40GB,1207959552,0.11780016771000293,0.1177511231508106,0.11733098817057908,0.11780224088579416
Absorbed_CacheCompressed_MoveElision,32,65536,NVIDIA A100-PCIE-40GB,2415919104,0.23680850910022855,0.23651636787690222,0.23643182287923992,0.23692368692718446
AbsorbedMaterialized_CacheCompressed_MoveElision,32,32,NVIDIA A100-PCIE-40GB,1179648,0.0031106831470970064,0.003108381414785981,0.0031070059543708336,0.0031120586075121534
AbsorbedMaterialized_CacheCompressed_MoveElision,32,64,NVIDIA A100-PCIE-40GB,2359296,0.003204542107414454,0.0032022430154029276,0.00320119600975886,0.003205589113058522
AbsorbedMaterialized_CacheCompressed_MoveElision,32,128,NVIDIA A100-PCIE-40GB,4718592,0.003368442056234926,0.0033732454711571337,0.0033658762101549658,0.00337340960977599
AbsorbedMaterialized_CacheCompressed_MoveElision,32,256,NVIDIA A100-PCIE-40GB,9437184,0.003940685796111411,0.003733566962182522,0.003730633470695466,0.0038829437689855695
AbsorbedMaterialized_CacheCompressed_MoveElision,32,512,NVIDIA A100-PCIE-40GB,18874368,0.004344657245868196,0.004342492690775543,0.004341413194779306,0.0043468190194107595
AbsorbedMaterialized_CacheCompressed_MoveElision,32,1024,NVIDIA A100-PCIE-40GB,37748736,0.005914688403444255,0.005659058713354171,0.005657947482541203,0.005661965301260352
AbsorbedMaterialized_CacheCompressed_MoveElision,32,2048,NVIDIA A100-PCIE-40GB,75497472,0.010119651814457028,0.009849939087871462,0.009845583111746237,0.00990475908620283
AbsorbedMaterialized_CacheCompressed_MoveElision,32,4096,NVIDIA A100-PCIE-40GB,150994944,0.018053024161296585,0.017972375999670477,0.017894330038689076,0.018108036735793576
AbsorbedMaterialized_CacheCompressed_MoveElision,32,8192,NVIDIA A100-PCIE-40GB,301989888,0.03363959412866582,0.032093558460474014,0.03208009363152087,0.032798786472994834
AbsorbedMaterialized_CacheCompressed_MoveElision,32,16384,NVIDIA A100-PCIE-40GB,603979776,0.06293121723865625,0.06079170200973749,0.060724596318323165,0.06093840493122116
AbsorbedMaterialized_CacheCompressed_MoveElision,32,32768,NVIDIA A100-PCIE-40GB,1207959552,0.12026884269693659,0.12006925907917321,0.11967742000706494,0.12059344886802137
AbsorbedMaterialized_CacheCompressed_MoveElision,32,65536,NVIDIA A100-PCIE-40GB,2415919104,0.23990147025324404,0.23890097602270544,0.23879503109492362,0.23892645700834692
CacheCompressed,32,32,NVIDIA GeForce RTX 4080,1179648,0.0012316989686547057,0.0012276674015447497,0.001227533530909568,0.0012279583886265755
CacheCompressed,32,64,NVIDIA GeForce RTX 4080,2359296,0.002024906710255891,0.0020243040518835185,0.002023931338917464,0.0020243182918056844
CacheCompressed,32,128,NVIDIA GeForce RTX 4080,4718592,0.0035577583491491773,0.003558224767912179,0.003557288048323244,0.0035584618593566117
CacheCompressed,32,256,NVIDIA GeForce RTX 4080,9437184,0.0065386400744318965,0.0065386400744318965,0.006537814241601154,0.006539465907262638
CacheCompressed,32,512,NVIDIA GeForce RTX 4080,18874368,0.012642446512472816,0.01258920730324462,0.012582434085197746,0.01259677458438091
CacheCompressed,32,1024,NVIDIA GeForce RTX 4080,37748736,0.024516739761456848,0.024512507696636023,0.024511624220758678,0.0245239423122257
CacheCompressed,32,2048,NVIDIA GeForce RTX 4080,75497472,0.048524298200694226,0.04853612999431789,0.04851686265319586,0.04853764964500442
Absorbed_CacheCompressed_MoveElision,32,32,NVIDIA GeForce RTX 4080,1179648,0.0007411568919196725,0.0007411568919196725,0.0007410504178842531,0.000741263365955092
Absorbed_CacheCompressed_MoveElision,32,64,NVIDIA GeForce RTX 4080,2359296,0.0008041804410750047,0.0008041804410750047,0.0008041581580764614,0.0008042027240735478
Absorbed_CacheCompressed_MoveElision,32,128,NVIDIA GeForce RTX 4080,4718592,0.0009435360200004653,0.0009435360200004653,0.0009432286995579488,0.0009438433404429816
Absorbed_CacheCompressed_MoveElision,32,256,NVIDIA GeForce RTX 4080,9437184,0.0013369168518693186,0.0013330180500634014,0.001332493298687041,0.001333142230287194
Absorbed_CacheCompressed_MoveElision,32,512,NVIDIA GeForce RTX 4080,18874368,0.001934210630133748,0.0019338660896755754,0.0019333053508307785,0.0019344694749452173
Absorbed_CacheCompressed_MoveElision,32,1024,NVIDIA GeForce RTX 4080,37748736,0.004272464089250813,0.0042722720396704975,0.004271319044055417,0.004273513109656051
Absorbed_CacheCompressed_MoveElision,32,2048,NVIDIA GeForce RTX 4080,75497472,0.00993024592118507,0.009930123295634984,0.009929095511324704,0.009932872245553882
Absorbed_CacheCompressed_MoveElision,32,4096,NVIDIA GeForce RTX 4080,150994944,0.019976570278716584,0.019969914050307125,0.01996859684586525,0.01998011043178849
Absorbed_CacheCompressed_MoveElision,32,8192,NVIDIA GeForce RTX 4080,301989888,0.03956641130304585,0.03956902620848268,0.03956414450658485,0.03956998555222526
Absorbed_CacheCompressed_MoveElision,32,16384,NVIDIA GeForce RTX 4080,603979776,0.0795105414178509,0.07842381182126701,0.07839656178839505,0.07857096497900784
AbsorbedMaterialized_CacheCompressed_MoveElision,32,32,NVIDIA GeForce RTX 4080,1179648,0.004589189226583888,0.004588859491050244,0.004588826905237511,0.004589386680163444
AbsorbedMaterialized_CacheCompressed_MoveElision,32,64,NVIDIA GeForce RTX 4080,2359296,0.004648361729147534,0.004647980988956988,0.004647927863989026,0.004648605224210769
AbsorbedMaterialized_CacheCompressed_MoveElision,32,128,NVIDIA GeForce RTX 4080,4718592,0.0047874175958956275,0.004787371878046542,0.004787269468652084,0.004787542864214629
AbsorbedMaterialized_CacheCompressed_MoveElision,32,256,NVIDIA GeForce RTX 4080,9437184,0.005166239145910367,0.005166239145910367,0.005166213693446479,0.005166264598374255
AbsorbedMaterialized_CacheCompressed_MoveElision,32,512,NVIDIA GeForce RTX 4080,18874368,0.005772736724466085,0.005772736724466085,0.005772291796747595,0.005773181652184576
AbsorbedMaterialized_CacheCompressed_MoveElision,32,1024,NVIDIA GeForce RTX 4080,37748736,0.008119715725770221,0.008119715725770221,0.008119689773884602,0.00811974167765584
AbsorbedMaterialized_CacheCompressed_MoveElision,32,2048,NVIDIA GeForce RTX 4080,75497472,0.013765526440693066,0.013764554553199559,0.013762437389232218,0.013766373315593229
AbsorbedMaterialized_CacheCompressed_MoveElision,32,4096,NVIDIA GeForce RTX 4080,150994944,0.023877567518502472,0.02387283151037991,0.023851535585708915,0.023901109700091183
AbsorbedMaterialized_CacheCompressed_MoveElision,32,8192,NVIDIA GeForce RTX 4080,301989888,0.04344743286104252,0.04344493448734284,0.04343974869698286,0.043453867838252336
AbsorbedMaterialized_CacheCompressed_MoveElision,32,16384,NVIDIA GeForce RTX 4080,603979776,0.08238362340041651,0.08217681595124304,0.08216819702647626,0.08220698800869286
